"carat","cut","color","clarity","depth","table","price","x","y","z"
0.54,"Good","H","VVS2",60.9,57.2,1883,5.22,5.26,3.19
0.31,"Very Good","G","SI2",63.3,54,523,4.34,4.29,2.73
0.31,"Very Good","F","VS2",62.9,58,625,4.27,4.31,2.7
1.55,"Premium","H","VS2",60.7,59,11846,7.5,7.46,4.54
0.32,"Ideal","F","VVS1",61.4,56,926,4.38,4.42,2.7
1.12,"Ideal","G","VVS2",62,55,8773,6.67,6.69,4.14
1.04,"Very Good","G","VVS2",62.8,54,7481,6.39,6.5,4.05
0.51,"Ideal","D","VS1",62.3,56,1882,5.09,5.12,3.18
0.5,"Ideal","I","VVS2",61.8,57,1322,5.09,5.11,3.15
0.54,"Ideal","E","VS2",61.9,55,1847,5.24,5.2,3.23
1.7,"Very Good","H","VS2",62.8,58,12874,7.52,7.57,4.74
1.5,"Very Good","H","SI1",63.5,58,7459,7.23,7.17,4.57
0.74,"Premium","E","VS1",61.1,58,3462,5.81,5.84,3.56
0.53,"Ideal","G","VVS1",60.8,56,2005,5.22,5.24,3.18
0.32,"Very Good","G","VS2",59.9,57,561,4.47,4.51,2.69
0.5,"Premium","G","VVS1",61,60,1966,5.08,5.12,3.11
1,"Very Good","H","SI2",60.2,61,3850,6.44,6.48,3.89
1.7,"Very Good","H","VVS2",63.2,56,11133,7.59,7.56,4.79
0.3,"Very Good","D","VS1",63.5,55,697,4.24,4.29,2.71
0.48,"Very Good","J","SI2",62.3,63,1080,5.02,4.96,3.11
1.52,"Ideal","G","SI1",60.3,57,11028,7.58,7.48,4.54
0.61,"Very Good","G","VS1",62.7,57,2082,5.36,5.43,3.38
1.07,"Ideal","E","VVS2",61.4,56,10043,6.65,6.55,4.05
0.41,"Ideal","G","VVS2",61.8,56,1007,4.74,4.78,2.94
0.57,"Ideal","E","VVS2",62.3,54,2615,5.3,5.35,3.32
0.55,"Premium","F","VS2",62.5,58,2376,5.25,5.22,3.27
1.19,"Ideal","F","VVS2",61.7,56,10436,6.82,6.85,4.22
1,"Good","J","VVS1",63.5,59,4633,6.29,6.34,4.01
1.24,"Ideal","J","SI1",61.9,56,5125,6.95,6.88,4.28
0.31,"Premium","G","VS2",61.7,58,698,4.34,4.32,2.67
1.78,"Ideal","F","VS2",60.9,56,18128,7.85,7.88,4.79
1.22,"Premium","E","SI2",62.5,55,6121,6.9,6.82,4.29
0.46,"Ideal","D","VS1",62.6,56,1637,4.92,4.95,3.09
1.52,"Premium","D","SI1",60.8,61,11220,7.39,7.26,4.45
0.41,"Very Good","J","IF",60.8,56,651,4.83,4.87,2.95
0.7,"Good","E","VS2",60.3,60,3115,5.69,5.75,3.45
1,"Good","H","VS2",63.6,61,4637,6.21,6.25,3.96
1.6,"Ideal","F","VS2",60.2,55.5,16240,7.6,7.66,4.59
0.52,"Very Good","G","VS1",63.8,58,1641,5.06,5.09,3.24
0.26,"Premium","H","VVS1",59.8,59,468,4.12,4.17,2.48
0.3,"Ideal","E","SI1",62.3,57,499,4.29,4.31,2.68
1.5,"Good","G","VS1",63.8,58,13596,7.12,7.21,4.57
0.79,"Ideal","E","SI1",62.9,55,3075,5.93,5.86,3.71
0.73,"Premium","H","SI2",58.7,58,1927,5.94,5.91,3.48
0.31,"Good","E","SI1",63.6,57,698,4.3,4.28,2.73
0.38,"Premium","I","VS1",59.9,60,898,4.72,4.66,2.81
0.73,"Very Good","E","VVS2",63.4,58,3511,5.68,5.7,3.61
0.3,"Ideal","E","VS2",62.3,56,844,4.32,4.28,2.68
1.77,"Very Good","G","SI1",63.1,57,11796,7.68,7.63,4.83
0.77,"Very Good","J","VVS1",62.8,58,2532,5.78,5.84,3.65
0.77,"Ideal","H","VS2",62,56,2738,5.86,5.89,3.64
0.31,"Ideal","G","VVS2",61.5,56,687,4.38,4.4,2.7
0.43,"Ideal","F","VVS2",61.9,56,1250,4.87,4.82,3
1.21,"Very Good","D","VVS2",62.4,56,13630,6.76,6.83,4.24
0.56,"Ideal","E","SI1",62.8,58,1784,5.31,5.26,3.32
1.59,"Very Good","D","VS2",61.4,60,12846,7.47,7.6,4.63
1.21,"Ideal","H","SI2",62,54.5,5814,6.81,6.87,4.25
0.35,"Premium","I","VS1",61.8,58,552,4.5,4.53,2.79
0.23,"Very Good","G","VVS2",60.4,58,354,3.97,4.01,2.41
0.9,"Premium","J","VS1",62.3,56,3175,6.23,6.19,3.87
1.02,"Premium","F","SI2",61,58,4043,6.49,6.52,3.97
0.57,"Ideal","G","VS1",61.3,56,1949,5.36,5.34,3.28
2.27,"Fair","G","I1",68.6,56,7131,7.99,7.94,5.47
0.53,"Very Good","F","VS2",59.2,58,1693,5.29,5.31,3.14
0.51,"Very Good","F","VVS2",60.8,56,2054,5.18,5.21,3.16
0.3,"Premium","H","SI2",60.9,59,473,4.35,4.32,2.64
0.61,"Ideal","I","VVS2",62,54,1867,5.51,5.47,3.4
0.58,"Very Good","G","VVS2",62,57,2078,5.33,5.34,3.31
1.11,"Ideal","F","VS2",61.6,57,7740,6.65,6.67,4.1
0.91,"Very Good","E","VS1",61.8,60,5530,6.17,6.2,3.82
0.32,"Ideal","D","SI2",61.8,55,612,4.42,4.38,2.72
1.01,"Very Good","H","SI1",61.8,60,4855,6.38,6.44,3.96
0.35,"Premium","E","VS1",60.8,58,829,4.55,4.58,2.78
0.33,"Ideal","I","IF",61.8,55,891,4.47,4.46,2.76
0.82,"Premium","G","SI2",60.7,61,2512,6.01,5.98,3.64
0.4,"Very Good","F","IF",62.8,57,1404,4.65,4.68,2.93
1.23,"Very Good","F","VVS2",62.4,58,10835,6.74,6.89,4.26
0.9,"Good","H","SI1",63.8,56,2732,6.07,6.02,3.86
0.43,"Premium","G","VVS1",62.2,58,1207,4.78,4.83,2.99
1,"Premium","G","VS2",62,57,6048,6.43,6.37,3.97
0.9,"Very Good","F","SI1",58,63,4435,6.33,6.25,3.65
0.91,"Ideal","E","VS2",62.1,55,4077,6.17,6.14,3.82
0.9,"Very Good","J","VS2",63.3,56,2686,6.13,6.1,3.87
0.32,"Ideal","E","VS2",61.8,54,599,4.4,4.43,2.73
0.51,"Ideal","F","VS2",62.7,57,1562,5.11,5.06,3.19
0.5,"Ideal","E","SI2",61.1,58,1185,5.09,5.13,3.12
0.33,"Ideal","H","VVS1",61.7,56,752,4.46,4.48,2.76
1.11,"Very Good","H","SI1",61.9,58,5780,6.63,6.65,4.11
0.52,"Premium","E","I1",60.8,60,1037,5.2,5.17,3.15
1.09,"Ideal","H","SI1",62.3,55,5219,6.61,6.58,4.11
2.2,"Ideal","I","SI2",62.2,56,13512,8.33,8.29,5.17
1.17,"Ideal","G","VS2",61.5,57,6139,6.86,6.8,4.2
0.3,"Ideal","I","VVS2",62,56,515,4.29,4.32,2.67
0.51,"Ideal","E","SI1",61.3,55,1438,5.11,5.17,3.15
0.28,"Very Good","H","VS2",59.7,60,394,4.25,4.29,2.55
0.38,"Ideal","D","VS1",62.1,53.9,1092,4.65,4.67,2.9
2.07,"Very Good","J","VS2",61.3,56,13495,8.16,8.2,5.02
0.51,"Very Good","E","VS1",61,59,1717,5.13,5.17,3.14
1,"Very Good","G","VVS1",62.3,56,7507,6.29,6.4,3.95
0.61,"Very Good","H","VVS2",62.8,58,1877,5.4,5.42,3.4
0.3,"Premium","F","VS2",61.8,60,673,4.3,4.27,2.65
0.72,"Premium","F","SI2",59.3,57,2364,5.89,5.85,3.48
1.1,"Ideal","I","SI1",60.8,61,4868,6.63,6.7,4.05
1.5,"Fair","G","VS2",64.4,56,12787,7.16,7.09,4.59
0.54,"Ideal","F","SI2",61.8,56,1065,5.26,5.29,3.26
2.39,"Very Good","J","VS1",59.6,60,17920,8.71,8.77,5.21
0.58,"Ideal","F","VS1",61.4,56,1953,5.38,5.4,3.31
0.5,"Good","E","VS2",63.3,56,1407,5.11,5.03,3.21
0.36,"Ideal","E","VS2",60.8,56,1013,4.64,4.6,2.81
0.5,"Ideal","D","SI1",61.8,55,1848,5.11,5.15,3.17
0.72,"Ideal","J","VVS2",60.9,58,2136,5.74,5.78,3.51
0.7,"Very Good","I","SI2",63.2,60,1672,5.62,5.55,3.53
1.51,"Good","J","SI1",64.1,61,6511,7.19,7.16,4.6
0.42,"Ideal","D","VS2",62.2,55,1031,4.75,4.8,2.97
1.04,"Very Good","G","VS2",62.8,56,6424,6.42,6.48,4.05
0.58,"Ideal","G","VVS2",61.6,56,2135,5.37,5.4,3.31
1.19,"Premium","J","SI1",63,54,4498,6.82,6.74,4.27
0.52,"Ideal","D","SI1",62.4,56,1600,5.12,5.17,3.21
1.3,"Ideal","G","VS1",62.4,56,6928,7.03,6.95,4.36
1.45,"Premium","F","VS2",61.1,58,11650,7.31,7.23,4.44
1.53,"Ideal","I","VS1",61.5,55,10560,7.4,7.42,4.56
0.91,"Good","H","VVS2",65.5,57,4205,6.01,6.11,3.97
1.08,"Very Good","J","SI2",63.2,59,3810,6.57,6.4,4.1
0.3,"Very Good","F","VVS2",64.1,55,613,4.2,4.25,2.71
0.71,"Premium","I","VVS2",61.9,60,2428,5.69,5.75,3.54
0.9,"Very Good","F","SI2",63.4,60,3465,6.06,6.09,3.85
1.5,"Premium","H","VS1",62.1,59,11088,7.27,7.31,4.53
0.75,"Ideal","G","SI1",61.8,55,3171,5.81,5.84,3.6
1,"Good","H","SI2",63.9,55,3584,6.41,6.34,4.07
2.32,"Fair","H","I1",70.5,55,6860,7.93,7.9,5.58
1.05,"Good","I","VS2",63.1,58,4529,6.42,6.47,4.07
0.57,"Ideal","E","VS2",61.9,57,1851,5.29,5.31,3.28
0.31,"Very Good","F","VS2",61.4,58.4,667,4.37,4.4,2.69
1.83,"Fair","H","I1",68,57,6887,7.47,7.44,5.07
0.32,"Premium","G","VS1",61,59,828,4.43,4.39,2.69
0.33,"Ideal","D","VS2",61.8,55,692,4.43,4.44,2.74
0.3,"Very Good","J","VS1",63.4,57,506,4.26,4.23,2.69
0.7,"Ideal","F","SI2",62,56,2355,5.68,5.71,3.53
0.33,"Ideal","H","SI2",61.1,57,433,4.46,4.48,2.73
0.7,"Premium","F","SI1",61.3,59,2161,5.71,5.74,3.51
0.73,"Ideal","E","SI2",59.9,57,2059,5.87,5.82,3.5
1.5,"Premium","I","SI2",62.2,61,7056,7.24,7.19,4.49
0.51,"Ideal","F","SI1",61.5,55,1580,5.13,5.18,3.17
0.65,"Good","I","VS1",61.1,61.7,1744,5.55,5.59,3.4
0.71,"Ideal","F","VS1",61.5,57,3710,5.71,5.77,3.53
2.74,"Very Good","H","SI2",63.3,58,17184,8.88,8.84,5.61
0.81,"Ideal","F","SI2",62.3,54,3053,5.94,5.98,3.72
0.56,"Very Good","H","SI1",63.2,57,1286,5.27,5.23,3.32
0.3,"Ideal","E","VVS2",61.2,56,742,4.34,4.38,2.67
0.34,"Ideal","F","VVS2",61.8,56,914,4.49,4.47,2.77
0.43,"Ideal","F","SI1",61.8,56,792,4.84,4.87,3
1.53,"Good","J","SI2",64.1,58,6368,7.3,7.18,4.64
0.32,"Very Good","G","VVS1",61.9,58,842,4.36,4.39,2.71
0.4,"Very Good","E","VS1",62.4,54,1053,4.71,4.75,2.95
0.59,"Ideal","H","VVS2",61.8,56,1834,5.37,5.41,3.33
0.31,"Very Good","G","VS1",61.9,54,640,4.36,4.4,2.71
1.38,"Premium","J","SI1",59,59,5912,7.38,7.32,4.34
1.01,"Good","G","SI1",63.1,55,4064,6.31,6.33,3.99
0.32,"Very Good","D","SI1",60.1,60,619,4.38,4.4,2.64
0.34,"Ideal","E","VS1",62.2,54.2,816,4.44,4.47,2.78
1.21,"Good","F","VS2",63.7,58,7911,6.67,6.71,4.26
2.33,"Ideal","I","VS2",62,57,17504,8.52,8.45,5.26
0.71,"Ideal","D","SI1",62,55,3252,5.71,5.76,3.56
0.9,"Ideal","D","SI2",60.9,57,3798,6.2,6.24,3.79
1.21,"Premium","I","SI2",62.3,59,4686,6.82,6.77,4.23
0.78,"Ideal","G","SI2",61.7,54,2485,5.93,5.97,3.67
0.97,"Good","H","SI1",62.1,60,4020,6.24,6.29,3.89
1.01,"Fair","J","SI2",66.9,58,2683,6.13,6.07,4.08
0.41,"Premium","G","VVS2",61.6,58,1007,4.74,4.8,2.94
1.6,"Premium","G","VVS2",60.6,60,16068,7.51,7.57,4.57
0.7,"Ideal","I","VVS2",62.3,55,2353,5.66,5.7,3.54
0.46,"Ideal","D","VS2",61.8,56,1291,4.93,4.97,3.06
0.31,"Ideal","G","VVS1",62.4,56,772,4.33,4.36,2.71
0.32,"Premium","G","SI1",62.5,58,477,4.4,4.43,2.76
1.09,"Ideal","J","VS2",61.3,57,4131,6.63,6.61,4.06
0.5,"Very Good","F","SI2",62.4,56,1147,5.08,5.12,3.18
0.45,"Premium","I","SI2",60.1,59,830,4.96,4.92,3.02
1.71,"Very Good","H","VS2",58.8,60,12493,7.8,7.85,4.6
1.25,"Ideal","D","SI2",61.9,54.4,6779,6.9,6.93,4.28
0.31,"Premium","F","VVS1",62.4,60,959,4.31,4.28,2.68
1.07,"Very Good","G","SI2",64.6,60,4340,6.35,6.4,4.12
0.97,"Fair","I","I1",67.3,55,2357,6.08,6.02,4.07
0.41,"Good","F","SI1",64.4,56,659,4.69,4.72,3.03
1.3,"Premium","I","VS2",62.7,58,6246,6.97,6.9,4.35
1.01,"Very Good","F","SI1",59.7,61,4899,6.49,6.55,3.89
0.28,"Very Good","G","VVS2",62.5,53,522,4.18,4.21,2.62
0.36,"Premium","E","VS2",60.3,59,1013,4.64,4.58,2.78
0.9,"Very Good","F","VS2",63.2,57,4715,6.12,6.07,3.85
0.33,"Ideal","E","VVS2",61.6,55,917,4.43,4.47,2.74
0.32,"Premium","H","VS1",61.6,59,524,4.37,4.39,2.7
0.4,"Very Good","D","VS1",59.4,60,952,4.77,4.83,2.85
0.31,"Premium","H","VS1",59.7,58,544,4.41,4.43,2.64
0.9,"Very Good","G","SI2",63.3,59,3107,6.12,6.07,3.86
1.23,"Premium","F","SI2",61.7,57,5695,6.89,6.86,4.24
0.9,"Very Good","F","SI2",63,56,3368,6.09,6.16,3.86
0.32,"Very Good","J","SI1",62.3,57,389,4.33,4.44,2.73
0.36,"Ideal","E","VS2",61.2,56,1013,4.63,4.59,2.82
0.3,"Ideal","E","VVS2",61.8,56,789,4.31,4.33,2.67
1.2,"Ideal","G","VS2",62.6,57,7413,6.74,6.81,4.24
0.7,"Very Good","G","VS1",62.9,59,2212,5.56,5.63,3.52
0.5,"Good","F","SI1",59.6,61,1214,5.12,5.19,3.07
1.19,"Ideal","J","SI1",62,56,4678,6.8,6.77,4.21
1.02,"Good","H","SI2",63.7,58,3884,6.28,6.24,3.99
0.9,"Good","F","SI1",61,62,3733,6.17,6.26,3.79
0.37,"Good","F","SI1",63.7,55,738,4.59,4.55,2.91
0.52,"Ideal","G","VVS2",62.4,55,1911,5.17,5.19,3.23
0.39,"Ideal","G","VVS1",58.8,62,1004,4.77,4.79,2.81
0.41,"Premium","E","SI2",62.1,58,683,4.73,4.77,2.95
0.32,"Good","E","SI1",63.4,56,524,4.31,4.34,2.74
0.31,"Good","I","VS1",63.5,57,489,4.26,4.28,2.71
0.36,"Ideal","G","VS1",61.6,56,726,4.56,4.59,2.82
0.53,"Very Good","J","VS1",61.4,56,1106,5.19,5.23,3.2
1.22,"Premium","E","VS2",62.2,55,9292,6.91,6.85,4.28
0.73,"Good","E","SI1",63.2,58,2796,5.7,5.76,3.62
0.41,"Ideal","G","VS2",62.2,57,827,4.71,4.74,2.94
1.6,"Premium","G","SI1",62.4,61,11189,7.43,7.4,4.63
1,"Fair","F","SI1",65.8,58,4657,6.23,6.15,4.07
0.77,"Premium","D","VS1",59.4,59,3966,6,5.96,3.55
0.52,"Ideal","H","VS2",61.8,56,1573,5.19,5.16,3.2
0.32,"Premium","D","SI1",61.3,60,589,4.41,4.43,2.71
0.56,"Very Good","H","VVS2",59.8,57,1723,5.39,5.48,3.25
0.75,"Good","G","SI2",63.6,58,1819,5.75,5.7,3.64
0.44,"Very Good","F","VVS1",62.1,60,1187,4.84,4.92,3.03
0.52,"Premium","E","SI1",60.3,58,1369,5.2,5.24,3.15
0.32,"Ideal","E","VS2",62.3,54,900,4.4,4.37,2.73
0.51,"Very Good","D","SI1",63,58,1442,5.05,5.07,3.19
0.4,"Ideal","E","VS2",62.6,56,949,4.67,4.69,2.93
1.23,"Ideal","H","VVS2",62,55,8079,6.85,6.9,4.26
0.78,"Ideal","E","VS2",61.1,55,3713,5.99,5.96,3.65
2.02,"Ideal","I","SI1",62.3,57,15785,8.07,8.11,5.04
0.9,"Ideal","H","SI2",62.8,55,3016,6.18,6.11,3.86
0.32,"Very Good","D","SI1",63,58,589,4.36,4.4,2.76
0.31,"Ideal","E","VVS2",62,54,791,4.38,4.4,2.72
1.01,"Very Good","G","SI1",63.5,60,4672,6.33,6.3,4.01
0.55,"Ideal","G","IF",60.6,56,2399,5.31,5.33,3.22
0.3,"Ideal","G","VVS1",62,58,764,4.28,4.3,2.66
1,"Fair","G","VS1",63.1,68,4892,6.32,6.17,3.94
1.3,"Premium","G","VVS1",60.5,60,11162,7.05,7.01,4.25
0.23,"Very Good","D","VVS2",60.4,59,530,3.95,4,2.4
0.33,"Ideal","G","IF",61.9,56,925,4.43,4.47,2.75
0.31,"Very Good","H","VVS1",63,58,707,4.33,4.37,2.74
1.02,"Ideal","H","SI1",62.5,57,4746,6.41,6.46,4.02
0.7,"Good","E","VS2",64.1,55,2793,5.6,5.66,3.61
0.8,"Premium","G","VS2",60.6,59,3002,6.02,5.97,3.63
0.31,"Ideal","D","SI1",62.3,54,571,4.33,4.37,2.71
1.12,"Very Good","D","SI1",62.2,59,5966,6.65,6.67,4.14
1.19,"Very Good","H","VS1",62.4,59,7147,6.73,6.79,4.22
0.8,"Ideal","F","SI1",61,56,3082,6.05,5.98,3.67
1.08,"Ideal","I","VS2",61.6,56,5000,6.63,6.59,4.07
0.46,"Good","E","VS2",60.9,62,1267,4.93,4.96,3.01
0.4,"Good","E","VS1",63.8,57,1138,4.72,4.69,3
1.01,"Good","E","SI1",63.3,58,4986,6.37,6.39,4.04
1.51,"Ideal","H","SI1",61.9,57,7678,7.4,7.33,4.56
0.42,"Very Good","D","VS2",63.2,58,910,4.77,4.79,3.02
1.57,"Ideal","J","SI1",62,56,7640,7.5,7.46,4.64
0.43,"Premium","G","VS2",61.2,58,867,4.84,4.9,2.98
0.41,"Very Good","E","VS1",63.4,55,1160,4.7,4.73,2.99
0.51,"Very Good","G","VS1",63.3,56,1560,5.05,5.08,3.21
0.57,"Ideal","G","VVS2",61.9,56,2147,5.3,5.29,3.28
1.03,"Ideal","D","SI2",60.7,55,4839,6.61,6.53,3.99
1.57,"Very Good","I","VS2",60.2,58,9443,7.51,7.57,4.54
0.51,"Ideal","H","SI1",62.1,54,1161,5.13,5.15,3.19
0.91,"Premium","I","VS2",63,58,3282,6.15,6.07,3.85
0.9,"Ideal","G","VS1",61.6,56.3,4531,6.22,6.3,3.86
0.32,"Very Good","E","SI1",63.1,56,672,4.37,4.34,2.75
0.31,"Premium","G","SI1",61.7,55,593,4.38,4.37,2.7
1.5,"Very Good","E","SI2",62.2,58,8291,7.31,7.35,4.56
0.62,"Good","D","SI2",64,56,1410,5.42,5.39,3.46
0.72,"Ideal","E","VVS2",61.7,55,4927,5.76,5.78,3.56
0.31,"Very Good","H","VVS2",62.4,58,625,4.28,4.31,2.68
1.21,"Premium","F","VS1",62.6,59,10018,6.81,6.76,4.25
1.01,"Fair","I","I1",56.1,63,2342,6.7,6.65,3.74
0.31,"Ideal","E","VS2",61.5,56,872,4.37,4.34,2.68
0.39,"Ideal","E","VVS2",61.9,55,1034,4.7,4.74,2.92
1.12,"Premium","D","SI2",60.5,59,5233,6.72,6.76,4.08
0.43,"Very Good","D","VS2",59.1,58,931,4.92,4.96,2.92
0.24,"Very Good","E","VVS1",63.5,57,492,3.94,3.96,2.51
1.21,"Premium","G","VS2",61,58,8504,6.88,6.82,4.18
0.41,"Ideal","H","VVS1",61.5,55,945,4.79,4.81,2.95
0.43,"Premium","G","VVS1",62,59,1207,4.8,4.82,2.98
1.01,"Premium","E","SI2",61.5,58,4666,6.4,6.43,3.95
0.9,"Good","G","VS2",62.9,62,3918,6.02,6.06,3.8
0.32,"Very Good","J","VVS1",60.2,60,544,4.42,4.49,2.68
0.4,"Ideal","D","VS1",62.9,56,1200,4.71,4.67,2.95
0.4,"Good","E","SI1",63.9,55,882,4.72,4.67,3
0.26,"Very Good","G","VVS1",61.4,56,545,4.13,4.15,2.54
1.33,"Very Good","J","VS2",62.7,59,5785,6.97,7.01,4.38
1.01,"Very Good","F","VS2",61,59,5560,6.39,6.46,3.92
0.33,"Ideal","F","VS2",62.3,55,854,4.47,4.42,2.77
0.7,"Very Good","E","VS1",63.4,62,2695,5.64,5.56,3.55
0.4,"Good","E","SI1",63.7,56,687,4.66,4.69,2.98
1.04,"Ideal","G","VVS1",62.5,55,8120,6.45,6.54,4.06
0.9,"Very Good","E","SI2",63.4,62,3084,6.02,6,3.81
0.31,"Ideal","D","VS2",61.9,56,734,4.34,4.38,2.7
0.55,"Premium","E","VS2",61.1,58,2030,5.3,5.28,3.23
0.37,"Ideal","E","VVS2",61.4,56,876,4.64,4.67,2.86
0.41,"Ideal","D","VS1",61.8,57,1230,4.8,4.75,2.95
0.72,"Premium","E","VS2",60.3,59,2822,5.84,5.8,3.51
0.4,"Very Good","J","SI1",58.9,59,603,4.84,4.87,2.86
1.5,"Fair","H","VS1",61.7,60,11007,7.37,7.27,4.52
0.36,"Premium","D","VS2",59.1,58,852,4.63,4.68,2.75
0.93,"Ideal","E","SI1",61.9,56,5992,6.24,6.27,3.87
1.06,"Ideal","G","VS2",61.9,54,6890,6.54,6.58,4.06
0.51,"Premium","F","SI1",59.4,61,1349,5.26,5.21,3.11
0.78,"Ideal","I","VS1",61.5,57,2852,5.88,5.92,3.63
0.33,"Ideal","E","VS2",61.3,55,928,4.48,4.46,2.74
0.56,"Premium","I","VVS1",60.6,59,1622,5.29,5.33,3.22
0.41,"Very Good","D","SI1",63.1,57,920,4.73,4.68,2.97
0.72,"Very Good","I","VS1",63.8,59,2441,5.63,5.71,3.62
0.73,"Very Good","D","SI2",60.3,60,2374,5.82,5.89,3.53
0.71,"Premium","H","SI1",62.4,62,2207,5.67,5.64,3.53
1.24,"Ideal","H","VVS1",62.3,54,8489,6.88,6.9,4.29
0.34,"Ideal","F","VVS2",59.1,57,1071,4.66,4.61,2.74
0.36,"Premium","D","SI1",59.6,58,663,4.61,4.65,2.76
0.34,"Ideal","G","SI1",61.5,55,540,4.49,4.52,2.77
1.74,"Premium","J","SI2",59.7,57,8690,7.88,7.8,4.68
1.01,"Very Good","G","VS1",62.5,56,6846,6.36,6.4,3.99
0.41,"Premium","D","VS1",59.3,58,1286,4.87,4.85,2.88
0.4,"Very Good","E","SI2",62.9,58,666,4.7,4.74,2.97
1.22,"Premium","E","SI2",61.5,58,6121,6.86,6.84,4.21
0.33,"Very Good","G","VVS2",59.7,59,806,4.48,4.53,2.69
0.61,"Ideal","H","VS1",61.6,56.9,1706,5.4,5.49,3.36
2.38,"Premium","J","VS2",62.1,58,18559,8.54,8.49,5.29
1.24,"Ideal","H","SI1",61.3,57,6254,6.95,6.89,4.24
0.5,"Premium","E","VS2",61.4,58,1629,5.1,5.07,3.12
1,"Premium","H","I1",61.3,60,2695,6.39,6.43,3.93
0.44,"Good","J","VS1",63.1,57,694,4.83,4.87,3.06
2.35,"Premium","H","SI1",62.6,60,17999,8.42,8.38,5.26
0.54,"Ideal","F","VVS1",61.8,56,2882,5.23,5.26,3.24
0.38,"Ideal","D","VVS2",62.5,53,1096,4.63,4.68,2.91
0.46,"Fair","E","VS2",66.8,61,1070,4.84,4.71,3.2
0.35,"Ideal","E","VVS2",62.6,53,849,4.52,4.55,2.84
1.51,"Premium","I","SI1",62.2,60,8794,7.3,7.23,4.52
0.25,"Ideal","E","VVS1",62.3,53,783,4.08,4.11,2.55
1.51,"Ideal","G","VS2",62.2,57,12947,7.28,7.36,4.55
0.31,"Premium","G","VS1",61.2,60,802,4.39,4.37,2.68
0.35,"Ideal","E","VS2",62,56,704,4.49,4.51,2.79
0.98,"Fair","G","I1",58.7,57,1932,6.54,6.43,3.8
0.44,"Ideal","H","SI1",61.6,56,911,4.87,4.93,3.02
1.21,"Ideal","F","SI2",61.8,57,5996,6.82,6.87,4.23
1.02,"Premium","H","VS2",62.5,60,5217,6.38,6.43,4
0.31,"Premium","D","SI1",62.1,58,732,4.33,4.3,2.68
0.83,"Very Good","G","SI1",62.3,58,3171,5.97,6.01,3.73
0.41,"Premium","G","VS2",59.8,58,1061,4.84,4.8,2.88
1.01,"Very Good","H","SI1",62.7,59,4242,6.27,6.33,3.95
0.55,"Ideal","G","SI2",61.8,55,1228,5.27,5.32,3.27
0.26,"Very Good","H","VVS2",62.5,56,486,4.07,4.09,2.55
0.9,"Very Good","E","SI1",62.6,61,4315,6.06,6.11,3.81
2.01,"Ideal","G","SI2",61.9,57,17555,8,8.08,4.98
0.55,"Ideal","G","VS2",61.1,57,1833,5.29,5.31,3.24
1.15,"Very Good","H","SI2",61.9,57,4654,6.68,6.72,4.15
0.92,"Ideal","H","IF",62.5,55,5758,6.25,6.3,3.92
0.42,"Ideal","H","VS1",62.4,57,847,4.76,4.79,2.98
0.71,"Very Good","F","VS2",59.6,56,2994,5.84,5.88,3.49
0.35,"Ideal","D","VS2",60.5,56,707,4.6,4.63,2.79
0.33,"Premium","E","SI1",60.3,60,743,4.49,4.47,2.7
1.02,"Very Good","D","SI2",62.7,59,4712,6.36,6.44,4.01
0.39,"Ideal","E","VVS2",61.6,56,1300,4.69,4.73,2.9
0.54,"Ideal","E","VS2",61,56,1754,5.25,5.28,3.21
1.24,"Ideal","H","VS1",61,57,8719,6.91,6.95,4.23
0.3,"Ideal","F","VS2",61.4,57,776,4.36,4.34,2.67
0.71,"Good","F","VS1",58,61,2559,5.83,5.85,3.39
0.52,"Ideal","E","VS2",62.2,54,1825,5.13,5.16,3.2
1.04,"Premium","E","SI2",59.2,58,4566,6.7,6.64,3.95
0.8,"Premium","I","VS2",62.9,61,2616,5.84,5.77,3.65
0.41,"Very Good","E","SI1",62.8,59,755,4.74,4.75,2.98
1.01,"Very Good","H","VS2",59.7,64,5911,6.45,6.48,3.86
0.4,"Ideal","F","VVS1",61.1,56,1908,4.78,4.81,2.93
0.34,"Premium","D","SI1",62.7,59,626,4.42,4.45,2.78
0.9,"Very Good","H","SI1",62.8,58,3437,6.13,6.16,3.86
1.2,"Ideal","D","SI1",62.7,55,7761,6.71,6.79,4.23
0.7,"Very Good","H","SI1",59.2,59,2018,5.79,5.86,3.45
1.01,"Premium","E","SI2",62.5,60,4355,6.39,6.42,4
1.5,"Very Good","F","VS2",63.9,57,13037,7.16,7.23,4.6
0.37,"Ideal","E","VS2",62.6,56,1041,4.61,4.56,2.87
0.57,"Very Good","G","VS2",62.8,57,1608,5.23,5.28,3.3
2,"Very Good","G","SI1",62.5,58,18186,7.98,8.04,5.01
0.72,"Good","J","VS1",63.7,54,2062,5.71,5.68,3.63
1.62,"Ideal","G","VS2",61.7,54,15318,7.57,7.58,4.68
0.38,"Ideal","E","IF",61.4,55,1300,4.68,4.7,2.88
1.24,"Premium","F","SI1",61.6,59,7000,6.9,6.86,4.24
0.3,"Ideal","F","VVS1",62.5,55,814,4.26,4.29,2.67
0.3,"Premium","G","VVS1",60.5,59,789,4.33,4.36,2.63
0.91,"Very Good","G","SI2",62.1,55,3287,6.16,6.21,3.84
0.42,"Good","E","SI1",63.4,56,773,4.74,4.82,3.03
