sample	chrom	start	end	nprobes	log2ratio
K562	chr1	44250001	44350000	42	0.1618
K562	chr1	44350001	44400000	29	0.25585
K562	chr1	44400001	44500000	68	0.17644
K562	chr1	44500001	44550000	27	0.11686
K562	chr1	44550001	44600000	29	0.09112
K562	chr1	44600001	44650000	52	0.22513
K562	chr1	44650001	44700000	47	0.21466
K562	chr1	44700001	44750000	59	0.31063
K562	chr1	44750001	44800000	69	0.2546
K562	chr1	44800001	44950000	108	0.22418
K562	chr1	44950001	45000000	24	0.21938
K562	chr1	45000001	45200000	60	0.20972
K562	chr1	45200001	45300000	28	0.22801
K562	chr1	45300001	45350000	75	0.21428
K562	chr1	45350001	45450000	20	0.3467
K562	chr1	45450001	45500000	30	0.31931
K562	chr1	45500001	45550000	54	0.27472
K562	chr1	45550001	45600000	49	0.19551
K562	chr1	45600001	45650000	37	0.20264
K562	chr1	45650001	45750000	39	0.28418
K562	chr1	45750001	45850000	37	0.24621
K562	chr1	45850001	46000000	31	0.2513
K562	chr1	46000001	46100000	36	0.17816
K562	chr1	46100001	46150000	32	0.26549
K562	chr1	46150001	46200000	68	0.2501
K562	chr1	46200001	46300000	52	0.20455
K562	chr1	46300001	46350000	55	0.28585
K562	chr1	46350001	46400000	20	0.15203
K562	chr1	46400001	46450000	46	0.21927
K562	chr1	46450001	46500000	60	0.27541
K562	chr1	46500001	46550000	56	0.23037
K562	chr1	46550001	46600000	37	0.21856
K562	chr1	46600001	46650000	47	0.21448
K562	chr1	46650001	46700000	50	0.24634
K562	chr1	46700001	46800000	43	0.16955
K562	chr1	46800001	47000000	24	0.08491
K562	chr1	47000001	47150000	38	0.17202
K562	chr1	47150001	47200000	40	0.192
K562	chr1	47200001	47300000	67	0.30615
K562	chr1	47300001	47400000	41	0.29833
K562	chr1	47400001	47500000	97	0.18027
K562	chr1	47500001	47550000	35	0.12404
K562	chr1	47550001	47700000	46	0.09487
K562	chr1	47700001	47750000	37	0.26762
K562	chr1	47750001	47800000	33	0.08625
K562	chr1	47800001	47900000	36	0.08504
K562	chr1	47900001	47950000	22	0.00892
K562	chr1	47950001	48050000	56	0.08386
K562	chr1	48050001	48200000	30	0.10899
K562	chr1	48200001	48450000	45	0.05857
K562	chr1	48450001	48750000	55	0.06627
K562	chr1	48750001	49000000	53	0.05272
K562	chr1	49000001	50000000	52	0.09571
K562	chr1	50000001	50100000	30	0.13126
K562	chr1	50100001	50150000	31	0.14364
K562	chr1	50150001	50300000	33	0.15816
K562	chr1	50300001	50400000	29	0.17315
K562	chr1	50400001	50600000	90	0.25323
K562	chr1	50600001	50700000	23	0.13655
K562	chr1	50700001	50950000	27	0.2056
K562	chr1	50950001	51100000	72	0.24978
K562	chr1	51100001	51200000	24	0.34045
K562	chr1	51200001	51250000	26	0.22409
K562	chr1	51250001	51300000	21	0.17897
K562	chr1	51300001	51400000	59	0.20719
K562	chr1	51400001	51500000	28	0.27008
K562	chr1	51500001	51600000	51	0.23442
K562	chr1	51600001	51700000	35	0.23241
K562	chr1	51700001	51750000	27	0.27318
K562	chr1	51750001	51850000	34	0.22452
K562	chr1	51850001	51950000	44	0.25926
K562	chr1	51950001	52000000	33	0.25295
K562	chr1	52000001	52050000	32	0.17729
K562	chr1	52050001	52100000	32	0.21811
K562	chr1	52100001	52350000	49	0.25006
K562	chr1	52350001	52400000	33	0.20621
K562	chr1	52400001	52550000	41	0.2232
K562	chr1	52550001	52600000	22	0.2806
K562	chr1	52600001	52650000	34	0.17991
K562	chr1	52650001	52700000	25	0.19235
K562	chr1	52700001	52800000	33	0.25374
K562	chr1	52800001	52900000	33	0.26067
K562	chr1	52900001	53050000	69	0.24652
K562	chr1	53050001	53100000	59	0.22298
K562	chr1	53100001	53150000	42	0.18124
K562	chr1	53150001	53200000	33	0.15085
K562	chr1	53200001	53250000	37	0.25637
K562	chr1	53250001	53300000	43	0.24654
K562	chr1	53300001	53350000	44	0.20262
K562	chr1	53350001	53400000	22	0.30051
K562	chr1	53400001	53450000	54	0.249
K562	chr1	53450001	53500000	40	0.2264
K562	chr1	53500001	53550000	27	0.08944
K562	chr1	53550001	53650000	34	0.05825
K562	chr1	53650001	53700000	35	0.14284
K562	chr1	53700001	53800000	42	0.14979
K562	chr1	53800001	53850000	26	0.21747
K562	chr1	53850001	53900000	34	0.30348
K562	chr1	53900001	53950000	31	0.28104
K562	chr1	53950001	54000000	20	0.26036
K562	chr1	54000001	54050000	23	0.1021
K562	chr1	54050001	54100000	41	0.28469
K562	chr1	54100001	54150000	34	0.29437
K562	chr1	54150001	54200000	44	0.21776
K562	chr1	54200001	54250000	44	0.24734
K562	chr1	54250001	54300000	55	0.2614
K562	chr1	54300001	54350000	37	0.27481
K562	chr1	54350001	54400000	44	0.26795
K562	chr1	54400001	54450000	30	0.24621
K562	chr1	54450001	54500000	37	0.3256
K562	chr1	54500001	54550000	35	0.29109
K562	chr1	54550001	54600000	25	0.122
K562	chr1	54600001	54700000	53	0.10892
K562	chr1	54700001	54750000	25	0.29862
K562	chr1	54750001	54800000	48	0.34341
K562	chr1	54800001	54850000	46	0.21225
K562	chr1	54850001	54950000	55	-0.00379
K562	chr1	54950001	55000000	59	0.02696
K562	chr1	55000001	55050000	39	-0.06303
K562	chr1	55050001	55200000	42	-0.16107
K562	chr1	55200001	55250000	31	0.07746
K562	chr1	55250001	55350000	36	-0.09996
K562	chr1	55350001	55450000	26	-0.11082
K562	chr1	55450001	55550000	23	-0.11721
K562	chr1	55550001	55700000	23	-0.10153
K562	chr1	55700001	55850000	22	-0.24819
K562	chr1	55850001	55950000	20	-0.22152
K562	chr1	55950001	56250000	46	-0.3007
K562	chr1	56250001	56400000	22	-0.20897
K562	chr1	56400001	56450000	22	-0.27833
K562	chr1	56450001	56500000	23	-0.16926
K562	chr1	56500001	56550000	36	-0.18739
K562	chr1	56550001	56600000	30	-0.25458
K562	chr1	56600001	56800000	31	0.04856
K562	chr1	56800001	56950000	47	-0.1771
K562	chr1	56950001	57050000	33	-0.11135
K562	chr1	57050001	57250000	21	-0.20576
K562	chr1	57250001	57400000	30	-0.26755
K562	chr1	57400001	57450000	22	-0.06604
K562	chr1	57450001	57850000	38	-0.23823
K562	chr1	57850001	58050000	24	-0.2029
K562	chr1	58050001	58250000	28	-0.12066
K562	chr1	58250001	58350000	20	-0.17029
K562	chr1	58350001	58550000	40	-0.07422
K562	chr1	58550001	58700000	40	-0.15517
K562	chr1	58700001	58750000	32	-0.02627
K562	chr1	58750001	58800000	42	0.09821
K562	chr1	58800001	58850000	31	0.05993
K562	chr1	58850001	58900000	33	-0.08561
K562	chr1	58900001	59000000	28	0.01659
K562	chr1	59000001	59050000	22	0.01349
K562	chr1	59050001	59150000	39	-0.07569
K562	chr1	59150001	59250000	23	-0.12034
K562	chr1	59250001	59400000	51	-0.05642
K562	chr1	59400001	59550000	36	-0.21379
K562	chr1	59550001	59650000	20	-0.30669
K562	chr1	59650001	59750000	40	-0.2075
K562	chr1	59750001	59800000	26	-0.16006
K562	chr1	59800001	59900000	23	-0.01273
K562	chr1	59900001	59950000	25	-0.12114
K562	chr1	59950001	60450000	46	-0.11996
K562	chr1	60450001	60850000	20	-0.06037
K562	chr1	60850001	60950000	26	-0.09281
K562	chr1	60950001	61050000	39	7e-04
K562	chr1	61050001	61150000	90	0.10165
K562	chr1	61150001	61300000	46	-0.0472
K562	chr1	61300001	61450000	36	-0.1507
K562	chr1	61450001	61700000	35	-0.16674
K562	chr1	61700001	61950000	54	-0.0137
K562	chr1	61950001	62150000	47	-0.2656
K562	chr1	62150001	62250000	34	-0.00229
K562	chr1	62250001	62300000	28	-0.22501
K562	chr1	62300001	62400000	37	-0.0893
K562	chr1	62400001	62450000	29	0.05045
K562	chr1	62450001	62650000	37	0.08694
K562	chr1	62650001	62750000	24	-0.00014
K562	chr1	62750001	62850000	23	-0.16479
K562	chr1	62850001	63050000	31	-0.17596
K562	chr1	63050001	63300000	40	-0.047
K562	chr1	63300001	63500000	106	0.04713
K562	chr1	63500001	63550000	26	0.04566
K562	chr1	63550001	63650000	47	0.0599
K562	chr1	63650001	63750000	25	-0.18011
K562	chr1	63750001	63800000	27	-0.08889
K562	chr1	63800001	63900000	39	-0.21042
K562	chr1	63900001	64000000	26	-0.24645
K562	chr1	64000001	64100000	34	-0.23829
K562	chr1	64100001	64200000	31	-0.25265
K562	chr1	64200001	64450000	42	-0.05594
K562	chr1	64450001	64550000	43	-0.0813
K562	chr1	64550001	64700000	26	-0.05802
K562	chr1	64700001	64850000	35	-0.07169
K562	chr1	64850001	64950000	47	-0.01762
K562	chr1	64950001	65000000	24	0.01077
K562	chr1	65000001	65050000	24	0.0852
K562	chr1	65050001	65100000	33	0.01693
K562	chr1	65100001	65150000	27	0.20219
K562	chr1	65150001	65250000	32	0.0401
K562	chr1	65250001	65300000	37	0.06031
K562	chr1	65300001	65400000	29	-0.00813
K562	chr1	65400001	65500000	56	0.11026
K562	chr1	65500001	65550000	20	-0.05821
K562	chr1	65550001	65750000	22	0.1393
K562	chr1	65750001	65950000	28	-0.03049
K562	chr1	65950001	66100000	25	0.06553
K562	chr1	66100001	66250000	24	-0.25711
K562	chr1	66250001	66300000	27	-0.19065
K562	chr1	66300001	66350000	30	-0.37262
K562	chr1	66350001	66400000	27	-0.28721
K562	chr1	66400001	66500000	23	-0.17649
K562	chr1	66500001	66650000	45	-0.16629
K562	chr1	66650001	66750000	23	-0.16534
K562	chr1	66750001	66800000	31	-0.09081
K562	chr1	66800001	66900000	21	-0.08868
K562	chr1	66900001	67050000	62	0.04251
K562	chr1	67050001	67100000	20	0.04676
K562	chr1	67100001	67200000	42	-0.16857
K562	chr1	67200001	67300000	28	-0.03068
K562	chr1	67300001	67400000	46	-0.07638
K562	chr1	67400001	67500000	42	0.07914
K562	chr1	67500001	67650000	36	-0.03328
K562	chr1	67650001	67750000	39	0.01525
K562	chr1	67750001	67800000	22	-0.02032
K562	chr1	67800001	68050000	70	-0.02567
K562	chr1	68050001	68150000	41	-0.04949
K562	chr1	68150001	68200000	28	-0.18882
K562	chr1	68200001	68450000	55	-0.16553
K562	chr1	68450001	69250000	52	-0.11005
K562	chr1	69250001	69550000	20	-0.08495
K562	chr1	69550001	69900000	51	0.02139
K562	chr1	69900001	70000000	20	-0.05942
K562	chr1	70000001	70200000	28	-0.09454
K562	chr1	70200001	70350000	56	0.05097
K562	chr1	70350001	70400000	31	0.08357
K562	chr1	70400001	70700000	36	0.01457
K562	chr1	70700001	71050000	46	-0.08626
K562	chr1	71050001	71850000	67	-0.00339
K562	chr1	71850001	72250000	20	-0.12717
K562	chr1	72250001	72950000	46	0.00026
K562	chr1	72950001	74150000	46	-0.21185
K562	chr1	74150001	74450000	46	-0.10323
K562	chr1	74450001	74700000	55	-0.21496
K562	chr1	74700001	74750000	29	-0.05274
K562	chr1	74750001	75100000	34	-0.11261
K562	chr1	75100001	75350000	70	-0.0359
K562	chr1	75350001	75600000	30	-0.10085
K562	chr1	75600001	75700000	27	0.09478
K562	chr1	75700001	75750000	32	0.10515
K562	chr1	75750001	76050000	69	0.05442
K562	chr1	76050001	76100000	23	0.02266
K562	chr1	76100001	76300000	20	-0.16242
K562	chr1	76300001	76850000	51	-0.29756
K562	chr1	76850001	76900000	21	-0.08433
K562	chr1	76900001	77250000	57	-0.16237
K562	chr1	77250001	77300000	26	-0.06295
K562	chr1	77300001	77500000	35	-0.22466
K562	chr1	77500001	77650000	41	-0.09583
K562	chr1	77650001	77750000	37	0.10063
K562	chr1	77750001	77850000	48	0.08424
K562	chr1	77850001	77900000	29	0.08556
K562	chr1	77900001	77950000	21	-0.01498
K562	chr1	77950001	78000000	22	0.02663
K562	chr1	78000001	78250000	76	-0.04826
K562	chr1	78250001	78450000	25	-0.32234
K562	chr1	78450001	78600000	27	-0.04316
K562	chr1	78600001	78650000	24	-0.24593
K562	chr1	78650001	79000000	29	-0.24974
K562	chr1	79000001	79450000	49	-0.1085
K562	chr1	79450001	80350000	42	-0.16723
K562	chr1	80350001	81100000	35	-0.19901
K562	chr1	81100001	81400000	34	-0.29886
K562	chr1	81400001	81550000	22	-0.36809
K562	chr1	81550001	81800000	45	-0.34902
K562	chr1	81800001	81950000	36	-0.20029
K562	chr1	81950001	82150000	20	-0.36775
K562	chr1	82150001	82950000	46	-0.33101
K562	chr1	82950001	83500000	32	-0.20038
K562	chr1	83500001	83850000	42	-0.29956
K562	chr1	83850001	83950000	29	0.09592
K562	chr1	83950001	84050000	21	0.00084
K562	chr1	84050001	84150000	30	0.11001
K562	chr1	84150001	84250000	25	0.07301
K562	chr1	84250001	84350000	43	-0.06847
K562	chr1	84350001	84400000	24	-0.17535
K562	chr1	84400001	84500000	29	-0.05707
K562	chr1	84500001	84550000	27	0.04872
K562	chr1	84550001	84600000	25	0.02535
K562	chr1	84600001	84650000	26	0.05701
K562	chr1	84650001	84750000	42	0.04985
K562	chr1	84750001	84850000	39	-0.07253
K562	chr1	84850001	84950000	46	-0.16303
K562	chr1	84950001	85050000	43	-0.05482
K562	chr1	85050001	85200000	31	-0.03905
K562	chr1	85200001	85250000	24	0.10345
K562	chr1	85250001	85300000	44	0.01349
K562	chr1	85300001	85450000	37	-0.21716
K562	chr1	85450001	85550000	31	0.1035
K562	chr1	85550001	85600000	59	-0.12834
K562	chr1	85600001	85700000	29	-0.03797
K562	chr1	85700001	86350000	64	-0.07999
K562	chr1	86350001	86450000	45	-0.01158
K562	chr1	86450001	86700000	55	-0.16565
K562	chr1	86700001	86900000	57	0.08013
K562	chr1	86900001	87100000	43	0.09362
K562	chr1	87100001	87150000	30	0.09317
K562	chr1	87150001	87300000	47	-0.03673
K562	chr1	87300001	87550000	67	-0.11779
K562	chr1	87550001	87800000	28	-0.1585
K562	chr1	87800001	87950000	20	-0.12242
K562	chr1	87950001	88150000	22	-0.16369
K562	chr1	88150001	88650000	43	-0.23219
K562	chr1	88650001	88850000	47	0.01002
K562	chr1	88850001	88950000	30	-0.07007
K562	chr1	88950001	89050000	38	-0.03581
K562	chr1	89050001	89100000	20	0.11184
K562	chr1	89100001	89150000	20	-0.13622
K562	chr1	89150001	89250000	25	-0.08897
K562	chr1	89250001	89350000	24	-0.26342
K562	chr1	89350001	89500000	31	0.02085
K562	chr1	89500001	89550000	20	0.00689
K562	chr1	89550001	89600000	28	-0.09083
K562	chr1	89600001	89750000	53	0.06193
K562	chr1	89750001	89800000	29	0.00037
K562	chr1	89800001	89900000	72	0.06105
K562	chr1	89900001	89950000	20	-0.03645
K562	chr1	89950001	90000000	32	0.03244
K562	chr1	90000001	90200000	22	-0.01324
K562	chr1	90200001	90700000	42	-0.20632
K562	chr1	90700001	90800000	93	0.05955
K562	chr1	90800001	90850000	23	-0.30022
K562	chr1	90850001	91000000	35	0.03174
K562	chr1	91000001	91150000	46	-0.01271
K562	chr1	91150001	91400000	20	-0.04938
K562	chr1	91400001	91500000	21	-0.00952
K562	chr1	91500001	91600000	67	0.02269
K562	chr1	91600001	91700000	24	-0.10603
K562	chr1	91700001	91750000	23	-0.14152
K562	chr1	91750001	91850000	36	-0.05703
K562	chr1	91850001	91900000	31	0.05967
K562	chr1	91900001	92000000	36	-0.0394
K562	chr1	92000001	92050000	20	0.12125
K562	chr1	92050001	92250000	46	0.03669
K562	chr1	92250001	92450000	49	-0.01869
K562	chr1	92450001	92550000	84	0.15548
K562	chr1	92550001	92800000	36	0.12778
K562	chr1	92800001	92850000	38	0.03211
K562	chr1	92850001	92950000	25	-0.11804
K562	chr1	92950001	93000000	37	0.09698
K562	chr1	93000001	93050000	22	-0.06171
K562	chr1	93050001	93150000	25	0.03232
K562	chr1	93150001	93300000	53	0.05158
K562	chr1	93300001	93400000	32	-0.00629
K562	chr1	93400001	93550000	40	0.09864
K562	chr1	93550001	93600000	44	-0.01814
K562	chr1	93600001	93650000	30	-0.15385
K562	chr1	93650001	93700000	38	-0.06624
K562	chr1	93700001	93800000	38	-0.09925
K562	chr1	93800001	93850000	35	0.04336
K562	chr1	93850001	93900000	30	0.04883
K562	chr1	93900001	94000000	32	-0.04929
K562	chr1	94000001	94050000	37	-0.11475
K562	chr1	94050001	94100000	29	-0.20215
K562	chr1	94100001	94200000	34	-0.15878
K562	chr1	94200001	94250000	35	0.09156
K562	chr1	94250001	94300000	22	-0.21076
K562	chr1	94300001	94400000	26	-0.21635
K562	chr1	94400001	94500000	30	-0.02656
K562	chr1	94500001	94600000	49	0.00045
K562	chr1	94600001	94700000	30	-0.12852
K562	chr1	94700001	94800000	37	-0.09194
K562	chr1	94800001	94850000	28	-0.0865
K562	chr1	94850001	94900000	25	-0.21535
K562	chr1	94900001	94950000	43	-0.03431
K562	chr1	94950001	95050000	34	-0.02359
K562	chr1	95050001	95100000	31	0.08509
K562	chr1	95100001	95200000	40	0.11067
K562	chr1	95200001	95350000	46	0.03155
K562	chr1	95350001	95500000	22	-0.01811
K562	chr1	95500001	95950000	35	-0.16894
K562	chr1	95950001	96350000	30	-0.14514
K562	chr1	96350001	96700000	34	-0.19155
K562	chr1	96700001	96850000	31	-0.09594
K562	chr1	96850001	97100000	33	-0.23092
K562	chr1	97100001	97900000	61	-0.34178
K562	chr1	97900001	98000000	28	-0.18847
K562	chr1	98000001	98050000	34	-0.09851
K562	chr1	98050001	98650000	52	-0.22587
K562	chr1	98650001	99000000	42	-0.15699
K562	chr1	99000001	99250000	27	0.0527
K562	chr1	99250001	99500000	40	-0.20963
K562	chr1	99500001	99600000	21	-0.14135
K562	chr1	99600001	99750000	53	-0.09112
K562	chr1	99750001	99850000	43	0.03827
K562	chr1	99850001	99950000	31	0.02107
K562	chr1	99950001	100000000	31	0.1483
K562	chr1	100000001	100100000	38	0.06942
K562	chr1	100100001	100250000	45	0.05493
K562	chr1	100250001	100350000	37	0.05254
K562	chr1	100350001	100400000	32	0.05135
K562	chr1	100400001	100500000	28	-0.04366
K562	chr1	100500001	100700000	45	-0.10475
K562	chr1	100700001	100850000	31	-0.05878
K562	chr1	100850001	101000000	45	-0.01052
K562	chr1	101000001	101100000	36	-0.00395
K562	chr1	101100001	101200000	23	-0.13809
K562	chr1	101200001	101300000	56	-0.02058
K562	chr1	101300001	101450000	38	-0.23786
K562	chr1	101450001	101800000	34	-0.2622
K562	chr1	101800001	102150000	32	-0.02932
K562	chr1	102150001	103100000	40	-0.22748
K562	chr1	103100001	103500000	26	-0.08756
K562	chr1	103500001	103900000	41	-0.14438
K562	chr1	103900001	104750000	29	-0.22059
K562	chr1	104750001	106050000	27	-0.25042
K562	chr1	106050001	106250000	20	-0.1809
K562	chr1	106250001	107100000	48	0.05779
K562	chr1	107100001	107250000	46	0.07018
K562	chr1	107250001	107450000	22	-0.05219
K562	chr1	107450001	107650000	41	-0.01957
K562	chr1	107650001	107800000	29	-0.00089
K562	chr1	107800001	107950000	40	0.04296
K562	chr1	107950001	108050000	35	0.2561
K562	chr1	108050001	108150000	31	0.03682
K562	chr1	108150001	108250000	37	0.3493
K562	chr1	108250001	108550000	22	0.27235
K562	chr1	108550001	108650000	35	0.22254
K562	chr1	108650001	108700000	42	0.19687
K562	chr1	108700001	108850000	55	0.20161
K562	chr1	108850001	108950000	40	0.21572
K562	chr1	108950001	109000000	21	0.21349
K562	chr1	109000001	109050000	20	0.30592
K562	chr1	109050001	109100000	37	0.28224
K562	chr1	109100001	109150000	35	0.27993
K562	chr1	109150001	109200000	30	0.15446
K562	chr1	109200001	109250000	47	0.26113
K562	chr1	109250001	109350000	76	0.1795
K562	chr1	109350001	109400000	33	0.24056
K562	chr1	109400001	109450000	33	0.28424
K562	chr1	109450001	109500000	68	0.27001
K562	chr1	109500001	109600000	69	0.23841
K562	chr1	109600001	109650000	87	0.28557
K562	chr1	109650001	109700000	40	0.20058
K562	chr1	109700001	109750000	37	0.18348
K562	chr1	109750001	109800000	42	0.18013
K562	chr1	109800001	109850000	23	0.12961
K562	chr1	109850001	109900000	30	0.15243
K562	chr1	109900001	109950000	43	0.23607
K562	chr1	109950001	110000000	30	0.24691
K562	chr1	110000001	110050000	53	0.19735
K562	chr1	110050001	110100000	55	0.2111
K562	chr1	110100001	110150000	36	0.11356
K562	chr1	110150001	110200000	52	0.10919
K562	chr1	110200001	110300000	59	0.17163
K562	chr1	110300001	110350000	31	0.2253
K562	chr1	110350001	110400000	23	0.29628
K562	chr1	110400001	110450000	28	0.27698
K562	chr1	110450001	110500000	61	0.13982
K562	chr1	110500001	110600000	28	0.12715
K562	chr1	110600001	110650000	43	0.15352
K562	chr1	110650001	110750000	34	0.37479
K562	chr1	110750001	110850000	28	0.07534
K562	chr1	110850001	110950000	34	0.20079
K562	chr1	110950001	111100000	37	0.17519
K562	chr1	111100001	111200000	46	0.2008
K562	chr1	111200001	111250000	67	0.17337
K562	chr1	111250001	111300000	24	0.198
K562	chr1	111300001	111400000	41	0.19948
K562	chr1	111400001	111450000	59	0.13414
K562	chr1	111450001	111500000	30	0.13534
K562	chr1	111500001	111550000	37	0.16051
K562	chr1	111550001	111600000	22	0.12907
K562	chr1	111600001	111700000	41	0.24611
K562	chr1	111700001	111750000	42	0.17118
K562	chr1	111750001	111850000	38	0.2713
K562	chr1	111850001	111950000	37	-0.01942
K562	chr1	111950001	112050000	52	0.14124
K562	chr1	112050001	112350000	28	0.1035
K562	chr1	112350001	112450000	33	0.20135
K562	chr1	112450001	112500000	25	0.24023
K562	chr1	112500001	112600000	42	0.31524
K562	chr1	112600001	112650000	39	0.27421
K562	chr1	112650001	112700000	47	0.21331
K562	chr1	112700001	112800000	73	0.2507
K562	chr1	112800001	112900000	29	0.30083
K562	chr1	112900001	112950000	22	0.16947
K562	chr1	112950001	113050000	46	0.25176
K562	chr1	113050001	113350000	83	0.20808
K562	chr1	113350001	113750000	54	0.23682
K562	chr1	113750001	113800000	35	0.28227
K562	chr1	113800001	113850000	32	0.30418
K562	chr1	113850001	113900000	27	0.28662
K562	chr1	113900001	113950000	52	0.22692
K562	chr1	113950001	114150000	77	0.15553
K562	chr1	114150001	114200000	38	0.24792
K562	chr1	114200001	114350000	33	0.13924
K562	chr1	114350001	114500000	27	0.20295
K562	chr1	114500001	114550000	21	0.20175
K562	chr1	114550001	114650000	27	0.23744
K562	chr1	114650001	114700000	27	0.24617
K562	chr1	114700001	114750000	48	0.24014
K562	chr1	114750001	114850000	35	0.20358
K562	chr1	114850001	115050000	35	0.20013
K562	chr1	115050001	115250000	72	0.15433
K562	chr1	115250001	115300000	28	0.05895
K562	chr1	115300001	115600000	74	0.05701
K562	chr1	115600001	115650000	31	0.25046
K562	chr1	115650001	115750000	43	0.1427
K562	chr1	115750001	115800000	21	-0.03268
K562	chr1	115800001	115950000	49	0.08341
K562	chr1	115950001	116000000	22	0.23124
K562	chr1	116000001	116100000	22	0.00593
K562	chr1	116100001	116150000	25	0.05842
K562	chr1	116150001	116250000	31	0.08779
K562	chr1	116250001	116350000	29	0.17653
K562	chr1	116350001	116400000	55	0.2381
K562	chr1	116400001	116450000	33	0.22469
K562	chr1	116450001	116500000	45	0.26255
K562	chr1	116500001	116550000	28	0.19994
